ID,Breed,Image,Path,Width,Height,Xmin,Xmax,Ymin,Ymax
n02088466_1555,bloodhound,<PIL.Image.Image image mode=RGB size=166x242 at 0x1E89038DD90>,images/Images\n02088466-bloodhound\n02088466_1555.jpg,500,375,40,206,79,321
n02088466_1563,bloodhound,<PIL.Image.Image image mode=RGB size=176x289 at 0x1E89037E190>,images/Images\n02088466-bloodhound\n02088466_1563.jpg,252,359,43,219,18,307
n02088466_1671,bloodhound,<PIL.Image.Image image mode=RGB size=230x323 at 0x1E89030EB90>,images/Images\n02088466-bloodhound\n02088466_1671.jpg,500,375,112,342,9,332
n02088466_1983,bloodhound,<PIL.Image.Image image mode=RGB size=203x196 at 0x1E89037E590>,images/Images\n02088466-bloodhound\n02088466_1983.jpg,500,375,168,371,81,277
n02088466_2030,bloodhound,<PIL.Image.Image image mode=RGB size=201x212 at 0x1E890397C90>,images/Images\n02088466-bloodhound\n02088466_2030.jpg,500,333,140,341,81,293
n02088466_2332,bloodhound,<PIL.Image.Image image mode=RGB size=232x368 at 0x1E890397090>,images/Images\n02088466-bloodhound\n02088466_2332.jpg,500,375,52,284,6,374
n02088466_2862,bloodhound,<PIL.Image.Image image mode=RGB size=216x312 at 0x1E890396890>,images/Images\n02088466-bloodhound\n02088466_2862.jpg,375,500,37,253,171,483
n02088466_2908,bloodhound,<PIL.Image.Image image mode=RGB size=305x309 at 0x1E89037ED90>,images/Images\n02088466-bloodhound\n02088466_2908.jpg,350,329,39,344,19,328
n02088466_2934,bloodhound,<PIL.Image.Image image mode=RGB size=184x310 at 0x1E89037F790>,images/Images\n02088466-bloodhound\n02088466_2934.jpg,500,333,179,363,21,331
n02088466_2986,bloodhound,<PIL.Image.Image image mode=RGB size=149x167 at 0x1E89030F290>,images/Images\n02088466-bloodhound\n02088466_2986.jpg,225,337,51,200,141,308
n02088466_3032,bloodhound,<PIL.Image.Image image mode=RGB size=269x308 at 0x1E89037DF90>,images/Images\n02088466-bloodhound\n02088466_3032.jpg,288,324,18,287,15,323
n02088466_3096,bloodhound,<PIL.Image.Image image mode=RGB size=294x329 at 0x1E890350050>,images/Images\n02088466-bloodhound\n02088466_3096.jpg,500,375,56,350,44,373
n02088466_3184,bloodhound,<PIL.Image.Image image mode=RGB size=338x174 at 0x1E89037F590>,images/Images\n02088466-bloodhound\n02088466_3184.jpg,500,375,36,374,152,326
n02088466_3217,bloodhound,<PIL.Image.Image image mode=RGB size=204x354 at 0x1E89037E390>,images/Images\n02088466-bloodhound\n02088466_3217.jpg,500,375,161,365,19,373
n02088466_3333,bloodhound,<PIL.Image.Image image mode=RGB size=125x243 at 0x1E89037FB90>,images/Images\n02088466-bloodhound\n02088466_3333.jpg,179,304,18,143,60,303
n02088466_3448,bloodhound,<PIL.Image.Image image mode=RGB size=106x110 at 0x1E89036F4D0>,images/Images\n02088466-bloodhound\n02088466_3448.jpg,179,260,18,124,149,259
n02088466_3568,bloodhound,<PIL.Image.Image image mode=RGB size=260x311 at 0x1E8FCD87E90>,images/Images\n02088466-bloodhound\n02088466_3568.jpg,271,320,0,260,8,319
n02088466_3634,bloodhound,<PIL.Image.Image image mode=RGB size=229x460 at 0x1E89030FA90>,images/Images\n02088466-bloodhound\n02088466_3634.jpg,375,500,36,265,32,492
n02088466_4054,bloodhound,<PIL.Image.Image image mode=RGB size=477x374 at 0x1E8902C8110>,images/Images\n02088466-bloodhound\n02088466_4054.jpg,500,375,22,499,0,374
n02088466_4169,bloodhound,<PIL.Image.Image image mode=RGB size=193x236 at 0x1E8903402D0>,images/Images\n02088466-bloodhound\n02088466_4169.jpg,500,375,167,360,92,328
n02088466_4178,bloodhound,<PIL.Image.Image image mode=RGB size=251x360 at 0x1E8FCD887D0>,images/Images\n02088466-bloodhound\n02088466_4178.jpg,500,375,127,378,14,374
n02088466_4385,bloodhound,<PIL.Image.Image image mode=RGB size=225x172 at 0x1E8903409D0>,images/Images\n02088466-bloodhound\n02088466_4385.jpg,500,383,35,260,55,227
n02088466_4445,bloodhound,<PIL.Image.Image image mode=RGB size=234x204 at 0x1E890340BD0>,images/Images\n02088466-bloodhound\n02088466_4445.jpg,500,432,148,382,104,308
n02088466_4731,bloodhound,<PIL.Image.Image image mode=RGB size=204x266 at 0x1E8F8BE0DD0>,images/Images\n02088466-bloodhound\n02088466_4731.jpg,375,500,76,280,232,498
n02088466_4749,bloodhound,<PIL.Image.Image image mode=RGB size=234x251 at 0x1E890350FD0>,images/Images\n02088466-bloodhound\n02088466_4749.jpg,500,375,23,257,123,374
n02088466_4825,bloodhound,<PIL.Image.Image image mode=RGB size=283x275 at 0x1E8903511D0>,images/Images\n02088466-bloodhound\n02088466_4825.jpg,360,330,53,336,34,309
n02088466_4907,bloodhound,<PIL.Image.Image image mode=RGB size=262x241 at 0x1E8FCD793D0>,images/Images\n02088466-bloodhound\n02088466_4907.jpg,500,375,46,308,69,310
n02088466_5025,bloodhound,<PIL.Image.Image image mode=RGB size=291x341 at 0x1E89E403110>,images/Images\n02088466-bloodhound\n02088466_5025.jpg,500,375,67,358,33,374
n02088466_5131,bloodhound,<PIL.Image.Image image mode=RGB size=180x274 at 0x1E8903517D0>,images/Images\n02088466-bloodhound\n02088466_5131.jpg,233,350,41,221,75,349
n02088466_5212,bloodhound,<PIL.Image.Image image mode=RGB size=346x247 at 0x1E8903419D0>,images/Images\n02088466-bloodhound\n02088466_5212.jpg,369,500,16,362,13,260
n02088466_5432,bloodhound,<PIL.Image.Image image mode=RGB size=337x447 at 0x1E890351BD0>,images/Images\n02088466-bloodhound\n02088466_5432.jpg,345,500,6,343,51,498
n02088466_5521,bloodhound,<PIL.Image.Image image mode=RGB size=137x244 at 0x1E890351DD0>,images/Images\n02088466-bloodhound\n02088466_5521.jpg,375,500,105,242,193,437
n02088466_5784,bloodhound,<PIL.Image.Image image mode=RGB size=222x177 at 0x1E89E403B10>,images/Images\n02088466-bloodhound\n02088466_5784.jpg,500,375,86,308,166,343
n02088466_5832,bloodhound,<PIL.Image.Image image mode=RGB size=442x374 at 0x1E8903521D0>,images/Images\n02088466-bloodhound\n02088466_5832.jpg,500,375,51,493,0,374
n02088466_5898,bloodhound,<PIL.Image.Image image mode=RGB size=107x199 at 0x1E8903523D0>,images/Images\n02088466-bloodhound\n02088466_5898.jpg,443,500,150,257,163,362
n02088466_6096,bloodhound,<PIL.Image.Image image mode=RGB size=318x326 at 0x1E89E4034D0>,images/Images\n02088466-bloodhound\n02088466_6096.jpg,500,375,59,377,18,344
n02088466_6126,bloodhound,<PIL.Image.Image image mode=RGB size=331x432 at 0x1E89E402AD0>,images/Images\n02088466-bloodhound\n02088466_6126.jpg,333,500,0,331,11,443
n02088466_6160,bloodhound,<PIL.Image.Image image mode=RGB size=165x216 at 0x1E89E403ED0>,images/Images\n02088466-bloodhound\n02088466_6160.jpg,200,219,14,179,2,218
n02088466_6231,bloodhound,<PIL.Image.Image image mode=RGB size=275x340 at 0x1E89E401FD0>,images/Images\n02088466-bloodhound\n02088466_6231.jpg,500,375,224,499,34,374
n02088466_6413,bloodhound,<PIL.Image.Image image mode=RGB size=208x289 at 0x1E890342DD0>,images/Images\n02088466-bloodhound\n02088466_6413.jpg,500,333,4,212,42,331
n02088466_6532,bloodhound,<PIL.Image.Image image mode=RGB size=351x313 at 0x1E89034AFD0>,images/Images\n02088466-bloodhound\n02088466_6532.jpg,500,375,21,372,61,374
n02088466_654,bloodhound,<PIL.Image.Image image mode=RGB size=237x282 at 0x1E89E4029D0>,images/Images\n02088466-bloodhound\n02088466_654.jpg,500,375,109,346,92,374
n02088466_6623,bloodhound,<PIL.Image.Image image mode=RGB size=320x436 at 0x1E89E40CF50>,images/Images\n02088466-bloodhound\n02088466_6623.jpg,375,500,20,340,62,498
n02088466_6712,bloodhound,<PIL.Image.Image image mode=RGB size=294x324 at 0x1E8903435D0>,images/Images\n02088466-bloodhound\n02088466_6712.jpg,375,500,56,350,88,412
n02088466_6775,bloodhound,<PIL.Image.Image image mode=RGB size=293x442 at 0x1E89E40D350>,images/Images\n02088466-bloodhound\n02088466_6775.jpg,391,500,42,335,11,453
n02088466_6789,bloodhound,<PIL.Image.Image image mode=RGB size=203x360 at 0x1E8903439D0>,images/Images\n02088466-bloodhound\n02088466_6789.jpg,375,500,137,340,138,498
n02088466_6834,bloodhound,<PIL.Image.Image image mode=RGB size=353x241 at 0x1E890343BD0>,images/Images\n02088466-bloodhound\n02088466_6834.jpg,435,350,41,394,55,296
n02088466_6901,bloodhound,<PIL.Image.Image image mode=RGB size=303x263 at 0x1E89E4033D0>,images/Images\n02088466-bloodhound\n02088466_6901.jpg,500,375,50,353,67,330
n02088466_6963,bloodhound,<PIL.Image.Image image mode=RGB size=345x328 at 0x1E890343FD0>,images/Images\n02088466-bloodhound\n02088466_6963.jpg,500,333,61,406,3,331
n02088466_6972,bloodhound,<PIL.Image.Image image mode=RGB size=334x305 at 0x1E8FCE5C250>,images/Images\n02088466-bloodhound\n02088466_6972.jpg,500,375,164,498,23,328
n02088466_6974,bloodhound,<PIL.Image.Image image mode=RGB size=325x291 at 0x1E89030C110>,images/Images\n02088466-bloodhound\n02088466_6974.jpg,500,333,0,325,40,331
n02088466_6984,bloodhound,<PIL.Image.Image image mode=RGB size=158x238 at 0x1E8FCE3C350>,images/Images\n02088466-bloodhound\n02088466_6984.jpg,187,252,11,169,11,249
n02088466_7002,bloodhound,<PIL.Image.Image image mode=RGB size=209x286 at 0x1E89E403DD0>,images/Images\n02088466-bloodhound\n02088466_7002.jpg,500,342,284,493,27,313
n02088466_7004,bloodhound,<PIL.Image.Image image mode=RGB size=439x302 at 0x1E89E403810>,images/Images\n02088466-bloodhound\n02088466_7004.jpg,500,374,11,450,71,373
n02088466_7007,bloodhound,<PIL.Image.Image image mode=RGB size=221x432 at 0x1E89E40E750>,images/Images\n02088466-bloodhound\n02088466_7007.jpg,375,500,72,293,66,498
n02088466_7015,bloodhound,<PIL.Image.Image image mode=RGB size=145x318 at 0x1E89035CE10>,images/Images\n02088466-bloodhound\n02088466_7015.jpg,500,375,179,324,54,372
n02088466_7032,bloodhound,<PIL.Image.Image image mode=RGB size=370x370 at 0x1E890395010>,images/Images\n02088466-bloodhound\n02088466_7032.jpg,500,432,0,370,60,430
n02088466_7046,bloodhound,<PIL.Image.Image image mode=RGB size=292x202 at 0x1E89030D210>,images/Images\n02088466-bloodhound\n02088466_7046.jpg,500,317,185,477,59,261
n02088466_7048,bloodhound,<PIL.Image.Image image mode=RGB size=227x284 at 0x1E890375410>,images/Images\n02088466-bloodhound\n02088466_7048.jpg,262,500,33,260,214,498
n02088466_7091,bloodhound,<PIL.Image.Image image mode=RGB size=286x253 at 0x1E89035D650>,images/Images\n02088466-bloodhound\n02088466_7091.jpg,332,500,23,309,224,477
n02088466_7121,bloodhound,<PIL.Image.Image image mode=RGB size=364x326 at 0x1E89035D850>,images/Images\n02088466-bloodhound\n02088466_7121.jpg,500,333,135,499,6,332
n02088466_7162,bloodhound,<PIL.Image.Image image mode=RGB size=353x205 at 0x1E89E40F390>,images/Images\n02088466-bloodhound\n02088466_7162.jpg,500,333,0,353,81,286
n02088466_7167,bloodhound,<PIL.Image.Image image mode=RGB size=327x332 at 0x1E89035DC50>,images/Images\n02088466-bloodhound\n02088466_7167.jpg,500,333,81,408,0,332
n02088466_7178,bloodhound,<PIL.Image.Image image mode=RGB size=204x387 at 0x1E89030DE50>,images/Images\n02088466-bloodhound\n02088466_7178.jpg,333,500,1,205,41,428
n02088466_7191,bloodhound,<PIL.Image.Image image mode=RGB size=290x182 at 0x1E890396190>,images/Images\n02088466-bloodhound\n02088466_7191.jpg,375,500,2,292,205,387
n02088466_7195,bloodhound,<PIL.Image.Image image mode=RGB size=431x190 at 0x1E89036E290>,images/Images\n02088466-bloodhound\n02088466_7195.jpg,500,375,68,499,184,374
n02088466_7229,bloodhound,<PIL.Image.Image image mode=RGB size=370x396 at 0x1E89035E450>,images/Images\n02088466-bloodhound\n02088466_7229.jpg,375,500,3,373,82,478
n02088466_7230,bloodhound,<PIL.Image.Image image mode=RGB size=172x180 at 0x1E89E40F350>,images/Images\n02088466-bloodhound\n02088466_7230.jpg,250,277,2,174,92,272
n02088466_7234,bloodhound,<PIL.Image.Image image mode=RGB size=485x256 at 0x1E89E40FD90>,images/Images\n02088466-bloodhound\n02088466_7234.jpg,500,375,14,499,43,299
n02088466_7244,bloodhound,<PIL.Image.Image image mode=RGB size=421x273 at 0x1E89E40FF90>,images/Images\n02088466-bloodhound\n02088466_7244.jpg,500,375,6,427,22,295
n02088466_7269,bloodhound,<PIL.Image.Image image mode=RGB size=177x297 at 0x1E89035EC10>,images/Images\n02088466-bloodhound\n02088466_7269.jpg,500,375,199,376,77,374
n02088466_7344,bloodhound,<PIL.Image.Image image mode=RGB size=219x294 at 0x1E89035EE50>,images/Images\n02088466-bloodhound\n02088466_7344.jpg,493,500,238,457,51,345
n02088466_7409,bloodhound,<PIL.Image.Image image mode=RGB size=491x281 at 0x1E89035F050>,images/Images\n02088466-bloodhound\n02088466_7409.jpg,500,375,1,492,78,359
n02088466_7417,bloodhound,<PIL.Image.Image image mode=RGB size=448x368 at 0x1E89035F250>,images/Images\n02088466-bloodhound\n02088466_7417.jpg,500,375,36,484,0,368
n02088466_7421,bloodhound,<PIL.Image.Image image mode=RGB size=417x366 at 0x1E890377550>,images/Images\n02088466-bloodhound\n02088466_7421.jpg,500,375,0,417,7,373
n02088466_7429,bloodhound,<PIL.Image.Image image mode=RGB size=163x291 at 0x1E89035F650>,images/Images\n02088466-bloodhound\n02088466_7429.jpg,294,320,35,198,17,308
n02088466_7434,bloodhound,<PIL.Image.Image image mode=RGB size=156x263 at 0x1E890377950>,images/Images\n02088466-bloodhound\n02088466_7434.jpg,500,357,116,272,93,356
n02088466_7462,bloodhound,<PIL.Image.Image image mode=RGB size=276x346 at 0x1E89035FA50>,images/Images\n02088466-bloodhound\n02088466_7462.jpg,500,375,125,401,27,373
n02088466_7486,bloodhound,<PIL.Image.Image image mode=RGB size=357x342 at 0x1E89E415810>,images/Images\n02088466-bloodhound\n02088466_7486.jpg,500,375,81,438,31,373
n02088466_7502,bloodhound,<PIL.Image.Image image mode=RGB size=464x351 at 0x1E890397E90>,images/Images\n02088466-bloodhound\n02088466_7502.jpg,500,408,0,464,26,377
n02088466_7604,bloodhound,<PIL.Image.Image image mode=RGB size=84x135 at 0x1E89E40ED50>,images/Images\n02088466-bloodhound\n02088466_7604.jpg,500,374,75,159,84,219
n02088466_7606,bloodhound,<PIL.Image.Image image mode=RGB size=82x172 at 0x1E890397B90>,images/Images\n02088466-bloodhound\n02088466_7606.jpg,500,375,240,322,103,275
n02088466_7607,bloodhound,<PIL.Image.Image image mode=RGB size=278x340 at 0x1E8902C41D0>,images/Images\n02088466-bloodhound\n02088466_7607.jpg,500,348,135,413,5,345
n02088466_7609,bloodhound,<PIL.Image.Image image mode=RGB size=70x60 at 0x1E8903146D0>,images/Images\n02088466-bloodhound\n02088466_7609.jpg,500,375,259,329,142,202
n02088466_7670,bloodhound,<PIL.Image.Image image mode=RGB size=436x301 at 0x1E89E416450>,images/Images\n02088466-bloodhound\n02088466_7670.jpg,500,375,61,497,0,301
n02088466_7703,bloodhound,<PIL.Image.Image image mode=RGB size=445x350 at 0x1E8902D4AD0>,images/Images\n02088466-bloodhound\n02088466_7703.jpg,500,375,54,499,24,374
n02088466_7710,bloodhound,<PIL.Image.Image image mode=RGB size=245x318 at 0x1E890314CD0>,images/Images\n02088466-bloodhound\n02088466_7710.jpg,500,375,165,410,55,373
n02088466_7731,bloodhound,<PIL.Image.Image image mode=RGB size=253x250 at 0x1E890314ED0>,images/Images\n02088466-bloodhound\n02088466_7731.jpg,500,375,243,496,93,343
n02088466_7800,bloodhound,<PIL.Image.Image image mode=RGB size=234x226 at 0x1E89038D0D0>,images/Images\n02088466-bloodhound\n02088466_7800.jpg,375,500,102,336,267,493
n02088466_7801,bloodhound,<PIL.Image.Image image mode=RGB size=303x251 at 0x1E8903152D0>,images/Images\n02088466-bloodhound\n02088466_7801.jpg,306,255,0,303,3,254
n02088466_7803,bloodhound,<PIL.Image.Image image mode=RGB size=400x360 at 0x1E89038D4D0>,images/Images\n02088466-bloodhound\n02088466_7803.jpg,500,400,90,490,39,399
n02088466_7868,bloodhound,<PIL.Image.Image image mode=RGB size=328x357 at 0x1E89038D6D0>,images/Images\n02088466-bloodhound\n02088466_7868.jpg,500,375,0,328,15,372
n02088466_7928,bloodhound,<PIL.Image.Image image mode=RGB size=354x342 at 0x1E8903758D0>,images/Images\n02088466-bloodhound\n02088466_7928.jpg,500,375,31,385,31,373
n02088466_7962,bloodhound,<PIL.Image.Image image mode=RGB size=296x236 at 0x1E89038DAD0>,images/Images\n02088466-bloodhound\n02088466_7962.jpg,500,375,127,423,85,321
n02088466_7963,bloodhound,<PIL.Image.Image image mode=RGB size=259x260 at 0x1E890375CD0>,images/Images\n02088466-bloodhound\n02088466_7963.jpg,500,333,62,321,71,331
n02088466_7973,bloodhound,<PIL.Image.Image image mode=RGB size=273x470 at 0x1E8902BDF10>,images/Images\n02088466-bloodhound\n02088466_7973.jpg,356,500,37,310,25,495
n02088466_8015,bloodhound,<PIL.Image.Image image mode=RGB size=375x331 at 0x1E89E417C90>,images/Images\n02088466-bloodhound\n02088466_8015.jpg,500,333,0,375,0,331
n02088466_8032,bloodhound,<PIL.Image.Image image mode=RGB size=317x235 at 0x1E890326310>,images/Images\n02088466-bloodhound\n02088466_8032.jpg,500,375,176,493,138,373
n02088466_8039,bloodhound,<PIL.Image.Image image mode=RGB size=207x335 at 0x1E89E417A50>,images/Images\n02088466-bloodhound\n02088466_8039.jpg,375,500,78,285,163,498
n02088466_8064,bloodhound,<PIL.Image.Image image mode=RGB size=218x328 at 0x1E89E416110>,images/Images\n02088466-bloodhound\n02088466_8064.jpg,500,375,28,246,44,372
n02088466_8078,bloodhound,<PIL.Image.Image image mode=RGB size=144x321 at 0x1E89E417E50>,images/Images\n02088466-bloodhound\n02088466_8078.jpg,500,375,179,323,53,374
n02088466_8105,bloodhound,<PIL.Image.Image image mode=RGB size=232x308 at 0x1E890376B50>,images/Images\n02088466-bloodhound\n02088466_8105.jpg,500,375,111,343,61,369
n02088466_8144,bloodhound,<PIL.Image.Image image mode=RGB size=193x416 at 0x1E89E416D50>,images/Images\n02088466-bloodhound\n02088466_8144.jpg,375,500,82,275,72,488
n02088466_8156,bloodhound,<PIL.Image.Image image mode=RGB size=497x358 at 0x1E890376F50>,images/Images\n02088466-bloodhound\n02088466_8156.jpg,500,375,1,498,13,371
n02088466_8162,bloodhound,<PIL.Image.Image image mode=RGB size=371x347 at 0x1E890377150>,images/Images\n02088466-bloodhound\n02088466_8162.jpg,500,375,0,371,26,373
n02088466_8184,bloodhound,<PIL.Image.Image image mode=RGB size=383x319 at 0x1E890377350>,images/Images\n02088466-bloodhound\n02088466_8184.jpg,500,375,67,450,54,373
n02088466_8201,bloodhound,<PIL.Image.Image image mode=RGB size=214x206 at 0x1E89E40F550>,images/Images\n02088466-bloodhound\n02088466_8201.jpg,255,217,33,247,9,215
n02088466_8233,bloodhound,<PIL.Image.Image image mode=RGB size=214x340 at 0x1E890377750>,images/Images\n02088466-bloodhound\n02088466_8233.jpg,375,500,18,232,158,498
n02088466_8289,bloodhound,<PIL.Image.Image image mode=RGB size=241x414 at 0x1E89E40F950>,images/Images\n02088466-bloodhound\n02088466_8289.jpg,375,500,60,301,43,457
n02088466_8320,bloodhound,<PIL.Image.Image image mode=RGB size=133x262 at 0x1E890377B50>,images/Images\n02088466-bloodhound\n02088466_8320.jpg,500,375,181,314,86,348
n02088466_8335,bloodhound,<PIL.Image.Image image mode=RGB size=208x238 at 0x1E89038FD50>,images/Images\n02088466-bloodhound\n02088466_8335.jpg,500,333,59,267,10,248
n02088466_8422,bloodhound,<PIL.Image.Image image mode=RGB size=303x186 at 0x1E890397F50>,images/Images\n02088466-bloodhound\n02088466_8422.jpg,320,240,15,318,52,238
n02088466_8515,bloodhound,<PIL.Image.Image image mode=RGB size=328x436 at 0x1E890377450>,images/Images\n02088466-bloodhound\n02088466_8515.jpg,375,500,0,328,62,498
n02088466_8518,bloodhound,<PIL.Image.Image image mode=RGB size=399x351 at 0x1E89E400090>,images/Images\n02088466-bloodhound\n02088466_8518.jpg,500,375,43,442,23,374
n02088466_8575,bloodhound,<PIL.Image.Image image mode=RGB size=423x392 at 0x1E89E4220D0>,images/Images\n02088466-bloodhound\n02088466_8575.jpg,500,432,48,471,28,420
n02088466_8605,bloodhound,<PIL.Image.Image image mode=RGB size=308x171 at 0x1E890341390>,images/Images\n02088466-bloodhound\n02088466_8605.jpg,500,375,140,448,118,289
n02088466_8645,bloodhound,<PIL.Image.Image image mode=RGB size=368x254 at 0x1E890338790>,images/Images\n02088466-bloodhound\n02088466_8645.jpg,500,451,100,468,171,425
n02088466_8664,bloodhound,<PIL.Image.Image image mode=RGB size=348x242 at 0x1E890338B90>,images/Images\n02088466-bloodhound\n02088466_8664.jpg,500,375,21,369,42,284
n02088466_8754,bloodhound,<PIL.Image.Image image mode=RGB size=387x334 at 0x1E890341590>,images/Images\n02088466-bloodhound\n02088466_8754.jpg,500,375,112,499,40,374
n02088466_8772,bloodhound,<PIL.Image.Image image mode=RGB size=272x283 at 0x1E890340F90>,images/Images\n02088466-bloodhound\n02088466_8772.jpg,500,332,166,438,48,331
n02088466_8775,bloodhound,<PIL.Image.Image image mode=RGB size=245x279 at 0x1E890342990>,images/Images\n02088466-bloodhound\n02088466_8775.jpg,350,450,43,288,169,448
n02088466_8801,bloodhound,<PIL.Image.Image image mode=RGB size=102x161 at 0x1E8FCD7AA10>,images/Images\n02088466-bloodhound\n02088466_8801.jpg,329,500,120,222,197,358
n02088466_8807,bloodhound,<PIL.Image.Image image mode=RGB size=229x450 at 0x1E89E423090>,images/Images\n02088466-bloodhound\n02088466_8807.jpg,316,500,36,265,17,467
n02088466_8812,bloodhound,<PIL.Image.Image image mode=RGB size=295x279 at 0x1E89E423290>,images/Images\n02088466-bloodhound\n02088466_8812.jpg,500,333,124,419,53,332
n02088466_8813,bloodhound,<PIL.Image.Image image mode=RGB size=490x324 at 0x1E89E423590>,images/Images\n02088466-bloodhound\n02088466_8813.jpg,500,375,2,492,49,373
n02088466_8820,bloodhound,<PIL.Image.Image image mode=RGB size=218x429 at 0x1E890339B90>,images/Images\n02088466-bloodhound\n02088466_8820.jpg,492,500,221,439,47,476
n02088466_8821,bloodhound,<PIL.Image.Image image mode=RGB size=315x181 at 0x1E8FCDF0A90>,images/Images\n02088466-bloodhound\n02088466_8821.jpg,500,375,149,464,10,191
n02088466_8831,bloodhound,<PIL.Image.Image image mode=RGB size=50x77 at 0x1E89E423B10>,images/Images\n02088466-bloodhound\n02088466_8831.jpg,500,333,234,284,154,231
n02088466_8842,bloodhound,<PIL.Image.Image image mode=RGB size=351x304 at 0x1E890341F90>,images/Images\n02088466-bloodhound\n02088466_8842.jpg,500,315,148,499,10,314
n02088466_8904,bloodhound,<PIL.Image.Image image mode=RGB size=141x236 at 0x1E89E423F10>,images/Images\n02088466-bloodhound\n02088466_8904.jpg,211,300,47,188,61,297
n02088466_8926,bloodhound,<PIL.Image.Image image mode=RGB size=178x225 at 0x1E89E4229D0>,images/Images\n02088466-bloodhound\n02088466_8926.jpg,375,500,108,286,273,498
n02088466_8950,bloodhound,<PIL.Image.Image image mode=RGB size=318x312 at 0x1E89E423CD0>,images/Images\n02088466-bloodhound\n02088466_8950.jpg,500,400,134,452,43,355
n02088466_8969,bloodhound,<PIL.Image.Image image mode=RGB size=448x393 at 0x1E89E4238D0>,images/Images\n02088466-bloodhound\n02088466_8969.jpg,500,477,50,498,82,475
n02088466_8982,bloodhound,<PIL.Image.Image image mode=RGB size=120x185 at 0x1E89E420D90>,images/Images\n02088466-bloodhound\n02088466_8982.jpg,340,466,89,209,257,442
n02088466_9023,bloodhound,<PIL.Image.Image image mode=RGB size=265x238 at 0x1E8F8BF2D50>,images/Images\n02088466-bloodhound\n02088466_9023.jpg,375,500,1,266,260,498
n02088466_9029,bloodhound,<PIL.Image.Image image mode=RGB size=163x270 at 0x1E8FCDDAF50>,images/Images\n02088466-bloodhound\n02088466_9029.jpg,500,333,171,334,62,332
n02088466_9046,bloodhound,<PIL.Image.Image image mode=RGB size=375x465 at 0x1E89E428D50>,images/Images\n02088466-bloodhound\n02088466_9046.jpg,471,500,72,447,33,498
n02088466_9058,bloodhound,<PIL.Image.Image image mode=RGB size=386x271 at 0x1E8FCDDB350>,images/Images\n02088466-bloodhound\n02088466_9058.jpg,500,333,0,386,41,312
n02088466_9069,bloodhound,<PIL.Image.Image image mode=RGB size=1119x1793 at 0x1E8902F3650>,images/Images\n02088466-bloodhound\n02088466_9069.jpg,2592,1944,364,1483,87,1880
n02088466_9096,bloodhound,<PIL.Image.Image image mode=RGB size=194x142 at 0x1E89E423150>,images/Images\n02088466-bloodhound\n02088466_9096.jpg,408,500,196,390,355,497
n02088466_9110,bloodhound,<PIL.Image.Image image mode=RGB size=439x398 at 0x1E890302F90>,images/Images\n02088466-bloodhound\n02088466_9110.jpg,500,451,59,498,0,398
n02088466_9116,bloodhound,<PIL.Image.Image image mode=RGB size=341x335 at 0x1E890301710>,images/Images\n02088466-bloodhound\n02088466_9116.jpg,500,375,101,442,39,374
n02088466_9167,bloodhound,<PIL.Image.Image image mode=RGB size=257x189 at 0x1E890301910>,images/Images\n02088466-bloodhound\n02088466_9167.jpg,500,375,14,271,119,308
n02088466_9191,bloodhound,<PIL.Image.Image image mode=RGB size=231x261 at 0x1E89E40D010>,images/Images\n02088466-bloodhound\n02088466_9191.jpg,500,375,164,395,113,374
n02088466_9214,bloodhound,<PIL.Image.Image image mode=RGB size=141x350 at 0x1E8902F1610>,images/Images\n02088466-bloodhound\n02088466_9214.jpg,278,448,59,200,50,400
n02088466_9237,bloodhound,<PIL.Image.Image image mode=RGB size=348x293 at 0x1E8902BF710>,images/Images\n02088466-bloodhound\n02088466_9237.jpg,500,379,2,350,82,375
n02088466_9242,bloodhound,<PIL.Image.Image image mode=RGB size=372x450 at 0x1E89E422190>,images/Images\n02088466-bloodhound\n02088466_9242.jpg,400,500,0,372,48,498
n02088466_9245,bloodhound,<PIL.Image.Image image mode=RGB size=375x311 at 0x1E890349410>,images/Images\n02088466-bloodhound\n02088466_9245.jpg,500,375,124,499,63,374
n02088466_9287,bloodhound,<PIL.Image.Image image mode=RGB size=378x317 at 0x1E89E4039D0>,images/Images\n02088466-bloodhound\n02088466_9287.jpg,500,375,120,498,57,374
n02088466_9334,bloodhound,<PIL.Image.Image image mode=RGB size=163x303 at 0x1E89038F610>,images/Images\n02088466-bloodhound\n02088466_9334.jpg,500,333,188,351,29,332
n02088466_9356,bloodhound,<PIL.Image.Image image mode=RGB size=266x238 at 0x1E89E401BD0>,images/Images\n02088466-bloodhound\n02088466_9356.jpg,375,500,0,266,260,498
n02088466_9359,bloodhound,<PIL.Image.Image image mode=RGB size=200x210 at 0x1E89E4019D0>,images/Images\n02088466-bloodhound\n02088466_9359.jpg,220,220,19,219,9,219
n02088466_9360,bloodhound,<PIL.Image.Image image mode=RGB size=300x233 at 0x1E890350A10>,images/Images\n02088466-bloodhound\n02088466_9360.jpg,500,375,116,416,92,325
n02088466_9383,bloodhound,<PIL.Image.Image image mode=RGB size=316x373 at 0x1E89E42AC50>,images/Images\n02088466-bloodhound\n02088466_9383.jpg,400,500,81,397,122,495
n02088466_9533,bloodhound,<PIL.Image.Image image mode=RGB size=310x342 at 0x1E890317B10>,images/Images\n02088466-bloodhound\n02088466_9533.jpg,500,375,90,400,31,373
